Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,Approval,MOA,Admin,Economics,IP,,Price USD,20.74,
,Darzalex (daratumumab),Multiple Myeloma,,CD38 mab,,J&J,,,Price DKK,1375.0,
,Tivdak (tisotumab vedotin),Cervical Cancer,,TF,,SGEN,,,Shares,66.197244,Q125
,Kesimpta (ofatumumab),,,,,NVS,,,MC USD,13729.308405599997,
,Tepezza (teprotumumab),,,,,HZNP/RO,,,MC DKK,91021.2105,
,Rybrevant (amivantamab),,,,,JNJ,,,Cash DKK,,Q125
,Tecvayli (teclistamab),,,,,JNJ,,,Debt DKK,,Q125
,,,,,,,,,EV DKK,91021.2105,
,Epkinly (epcoritamab),FL,,CD20xCD3 mab,,ABBV,,,,,
,GEN1046/BNT311,,,PD-L1/4-1BB,,BNTX,,,,,
,GEN1042/BNT312,,,CD40x4-1BB,,BNTX,,,,,
,GEN3009,,,CD37,,ABBV,,,,,
,GEN3014,,,CD38 Hexabody,,JNJ,,,,,
,rinatabart sesutecan,,,,,,,,,,
