Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123
,,Q318,Q418,Q119,Q219,Q319,Q419,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,0.04113954759265973,0,0.18584070796460173,0.2188667211594501,0.1245736375350564,0.23736987411666366,0.0760681351427536,-0.017419854732347417,0.1183036858950188,0.2273510161901481,0.20896733617366606,0.012000440383133325,0.2216353037087253,0.21576239053895463,0.19897714559693142,0.20799485240891175,0.18205374990745546,0.20670032860463253,0.15817041682036154,0.1932706793887653,0.18714473108876253,0.13461828037946091,0.16528454769893022,0.20886603668704837,0.19622405774970497,0.1992874955468472,0.1,0.2113699348363419,0.16885445348018183,0.1,,,,,,,,,,,,,,0.1985823957903831,0.16870343865829932,0.2,0.2,0.2,0.2,0.19999999999999998,0.2,0.19999999999999998,0.20000000000000004,0.2,0.20000000000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,ROIC,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,140032.21312109416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,6923.968,6707.993,6960.885,7524.9,8238.1,9253.400000000001,9770.7,10778.5,11495.6,12593.6,13628.2,13716.100000000002,14552.699999999999,15691.3,16849.3,17973.1,11357.7,,12009.8,,,,,,,,,,,,,,,10778.5,13716.100000000002,21362.6328,29671.359987199998,38329.957034892795,47517.54476141022,56941.15305934087,66538.82516825842,75977.51550562492,85850.3439406055,95790.28428891287,106052.83759599282,116511.26070261998,127078.81854066545,137862.21342761247,148930.75941993232,160333.55113264496,172108.4080116279,180915.08492314772,,Share,542.7605159732332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,,,,,,,977.551,929.142,1100.372,1136.8,1292.8,1332.9,1385.2,1442.2,1547.8,1556.2,1538.7,1563.4,1793.2,,,,1805.1,,1946.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventory,,,,,,,,,,,298.863,321.62,333.456,353.1,338.9,367.7,388.2,460.6,535.1,603.5,688.7,738.8,813.1,,,,1359.7,,1626.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,,,,,338.925,498.759,457.827,545.8,491.5,549.5,726.9,553.5,468.7,476.9,540.2,623.7,511.1,,,,642.8,,709.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,,,,,,,986.123,1021.233,1042.347,1094.1,1107.4,1100.1,1118.7,1108.4,1111.7,1122.4,1124,1159.3,1172.8,,,,1295.9,,1425.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,,,,,1402.158,1402.158,1402.158,1402.2,1402.2,1389.2,1678.8000000000002,1691.6,1691.6,1691.6,1691.6,1927.9,1922.9,,,,1529.2,,1517.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,815.89,952.808,933.839,934.5,945.5,1143.8,1162.7,1246.9,1359.9,1538,1729.1,1812.1,1963,,,,2544.3,,2937.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,322.319,316.874,312.343,330.3,329,318.3,342.7,347.4,336.3,324.3,310.5,293.6,312.9,,,,1338.5,,1591.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,49.262,71.099,75.518,110.8,110.7,127.3,132.5,521.8,427.5,442.7,475.2,895.3,875.7,,,,1007.3,,1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,,,,,,12115.058999999997,12221.686,12618.744999999999,13432.499999999998,14256.1,15582.2,16706.400000000005,18150.9,18974.2,20349.2,21726.2,22730.199999999997,23917.4,15691.3,16849.3,17973.1,22880.5,,24862.299999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,,,,,127.839,127.534,127.863,195,173.6,198,126.9,303.9,323.2,363,375.9,364.9,351.4,,,,3396.8,,4033.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,,,,,,,1532.037,1482.556,1584.992,1678.6,1720.5,2119.5,2264.4,2126.7,2326,2598.1,2907.3,2655.3,2795.9,,,,386.4,,441.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCL,,,,,,,,,,,284.174,226.358,201.409,268.4,286.1,238.7,218,311.5,377,391,316.2,527.2,648.6,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,898.797,893.8489999999999,876.8,887.2,872.5,847.3,824.6,810.3,789.2,767.6,744.7,724.7,721.3,,,,1649.1000000000001,,1834.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CoCo,,,,,,,,,,,185.7,187.3,188.5,186.5,179,129.8,127.2,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LTL,,,,,,,,,,,106.258,107.693,108.473,116.8,117.4,115.4,115.7,685.8,726.5,759.3,869.3,877.7,853.6,,,,951.9,,1233.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,,,,,,8980.254,9196.396,9530.708,10100,10907,11933.5,13029.6,13912.7,14432.3,15470.2,16512.8,17580.4,18546.6,,,,16496.3,,17318.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,,,,,,12115.059000000001,12221.686000000002,12618.745,13432.5,14256.1,15582.2,16706.4,18150.9,18974.199999999997,20349.2,21726.2,22730.2,23917.399999999998,0,0,0,22880.5,,24862.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,,,,,,,,,,,779.8,897.4000000000001,810.5960000000003,868.6999999999998,1002.4000000000001,984.7000000000002,1104.7999999999995,989.7999999999998,1141.0999999999995,1124.5,1115.4000000000003,1149.4000000000003,1318.5999999999995,1138.6,1158.0000000000002,1123.7999999999997,1188.4499999999998,1052.8999999999996,1298.0000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,,,,,,,,,,,653.138,66.92399999999998,851.928,770.11,762.1,810.4999999999999,930.4999999999999,818.9,699.8,915.7,1035.3000000000002,968.7999999999997,1099.6,,,,646.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,,,,,,,,,,,115.174,104.62199999999999,102.99599999999998,118.608,130.3,113.89999999999998,135.60000000000002,111.5,122.4,119.29999999999998,130.90000000000003,208.6,191.9,,,,166.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Depreciation,,,,,,,,,,,28.834,31.238000000000003,31.696,33.831999999999994,35.9,37.300000000000004,36.699999999999996,38.40000000000001,38.8,41.400000000000006,42.099999999999994,59.000000000000014,53.5,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CoCo,,,,,,,,,,,-3.9,1.6,1.1999999999999997,-2.0000000000000004,-7.5,-49.2,-2.5999999999999943,1.7999999999999972,-1.9,-0.6000000000000001,1.2,-50.300000000000004,-0.1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,,,,,,,57.043,-237.93800000000002,68.24100000000001,-41.94599999999999,-12.3,-229.39999999999998,-182.3,148.10000000000002,-113.4,-176.6,-115.5,-131,-158.3,,,,-191.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equity,,,,,,,,,,,52.295,-10.609000000000002,-46.679,-12.107,75.6,84.20000000000002,-16.700000000000017,6,-6.4,0.40000000000000036,6.2,0.39999999999999947,27,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NonCash,,,,,,,,,,,2.332,8.854,9.402000000000001,-6.188,4.9,-11.2,-26.5,44.6,21.7,-10.6,-20.7,18.000000000000004,-36.3,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,,,,,,,,,,,16.138999999999996,-164.45799999999997,-91.56499999999998,134.6839999999999,-32.8,383.70000000000005,80.79999999999988,-90.89999999999999,138.9,245.39999999999995,188.90000000000006,-838.9000000000001,129.29999999999998,,,,-268.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,921.055,-199.76700000000002,927.2190000000003,994.9929999999999,956.2000000000002,1139.7999999999997,955.4999999999999,1078.3999999999996,899.9,1134.4,1268.4000000000003,234.59999999999968,1306.6000000000001,,,,818.9000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,-70.926,-49.837,-52.52199999999999,-61.71500000000002,-63.6,-53.300000000000004,-54.19999999999998,-33.59999999999999,-42.1,-59.6,-40.600000000000016,-58.09999999999999,-68.4,,,,-40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ViaCyte,,,,,,,,,,,0,0,0,0,0,0,-295.9,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,,,,,,,,,,,-3.3829999999999956,-29.804000000000016,-0.43000000000002103,-72.283,12.599999999999994,-8.199999999999989,-34.10000000000004,209.19999999999996,-1791.5,-244.30000000000018,-77.09999999999991,-828.4000000000001,-2068,,,,-15.100000000000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,,,,,,,,,,,-74.309,-79.64100000000002,-52.95200000000001,-133.99800000000002,-51.00000000000001,-61.49999999999999,-384.2,175.59999999999997,-1833.6,-303.9000000000002,-117.69999999999993,-886.5000000000001,-2136.4,,,,-55.80000000000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP issuance,,,,,,,,,,,15.559,37.935,13.795,34.711,33.7,64.39999999999999,36.599999999999994,51.60000000000002,14.2,58.599999999999994,15.40000000000001,46.39999999999999,16.9,,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESOP tax,,,,,,,,,,,-102.14,-3.524000000000001,-28.55900000000001,-1.6769999999999925,-117.5,-4.400000000000006,-48,-2.0999999999999943,-166.6,-3.0999999999999943,-53.20000000000002,-3.1999999999999886,0,,,,-270.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buybacks,,,,,,,,,,,-424.952,0,-632.2729999999999,-368.1750000000002,0,0,0,0,-132.8,-28.299999999999983,-117.00000000000003,-149.50000000000006,-131.2,,,,-426.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leases,,,,,,,,,,,-8.601,-2.3089999999999993,-11.035000000000002,-2.4549999999999965,-12.9,-12.700000000000001,-49.49999999999999,-10.400000000000004,-10.6,-11.000000000000002,-11.299999999999999,-10.200000000000001,-246.7,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,,,,,,1.48,1.448,1.4110000000000005,1.3609999999999998,1.3,0.3999999999999999,0.7,1.0999999999999999,1.1,1.1,1.0999999999999996,-3.3,3.5,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,,,,,,,,,,,-518.654,33.550000000000004,-656.661,-336.2350000000002,-95.4,47.69999999999998,-60.199999999999996,40.200000000000024,-294.70000000000005,17.30000000000002,-165.00000000000006,-119.80000000000005,-357.5,,,,-680.4000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,,,,,,,,,,,-4.03,4.019,-8.460999999999999,-4.928000000000002,-5.9,-25.9,-38.2,40.800000000000004,12,10,-22.5,27.4,-15.6,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIC,,,,,,,,,,,324.062,-241.83900000000006,209.14500000000032,519.8319999999998,803.9000000000001,1100.0999999999997,472.89999999999986,1334.9999999999995,-1216.4,857.8,963.2000000000003,-744.3000000000005,-1202.8999999999999,,,,113.19999999999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employees,,,,,,,,,,,,,,3900,,,,4800,,,,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
