Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,Approval,IP,MOA,,,,Price,7.71,
,Ojemda (tovorafenib),Glioma,2024-04-23 00:00:00,ODE,BRAF,,,,Shares,101.354,Q424
,,,,,,,,,MC,781.43934,
,DAY301,,,,PTK7 ADC,,,,Cash,531.0,Q424
,,,,,,,,,Debt,0.0,Q424
,,,,,,,,,EV,250.43934000000002,
,,,,,,,,,,,
,FIREFLY-2,,,,,,,,,,
