Main,Unnamed: 1,Unnamed: 2
,Brand,"Darzalex, Darzalex Faspro"
,Generic,daratumumab
,Indication,Multiple Myeloma. 68k patients treated in the US
,MOA,CD38 mab
,Economics,Genmab. Licensing deal 8/2012.
,IP,
,Clinical Trials,
,,"Phase II ""GRIFFIN"" D-RVd vs. RVd n=207 post-ASCT consolidation MM, NCT02874742"
,,"sCR 42.4% vs 32%, p=0.068"
,,"PFS HR=0.45, p=0.0324, median PFS not reached"
,,MRD negativity 64% vs 30%
,,
,,
,,"Phase III ""CEPHEUS"" D-VRd vs. VRd - NCT03652064"
,,85% of MRD-negative were progression free at 4.5 years
,,60.9% MRD vs. 39.4% for control of 10e-5
,,46.2% vs. 27.3% for control of 10E-6
,,
,,"Phase III ""AURIGA"" n=200 1L MM after SCT - NCT03901963"
,,
,,
,,
,,"Phase III ""ANDROMEDA"" 1L light chain amyloidosis D-VCd vs. VCd - NCT03201965"
,,"OS HR=0.44, p<0.0001"
,,
,,
,,"Phase III ""AQUILA"" Faspro vs. active monitoring high-risk smoldering MM"
