Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0
,Rooms,274,268,276,231,297,287,299,261,,,,,,,,,1049.0,1144.0,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Merchant,,,,,,,,,,,,,,,,,81721.0,104182.0,
,Agent,,,,,,,,,,,,,,,,,68906.0,61398.0,
,Gross Bookings,,,,,,,,,,,,,,,,,150627.0,165580.0,
,,,,,,,,,,,,,,,,,,0.141840440292909,0.14336876434351975,
,,,,,,,,,,,,,,,,,,,,
,Merchant Revenue,,,,,,,,,,2048.0,2133.0,2987.0,3830.0,4314.0,6663.0,7193.0,10936.0,14142.0,
,Agency Revenue,,,,,,,,,,7982.0,9714.0,10480.0,10117.0,2117.0,3696.0,9003.0,9414.0,8524.0,
,Other,,,,,,,,,,713.0,834.0,1060.0,1119.0,365.0,599.0,894.0,1015.0,1073.0,
,Revenue,,,,,,,,,,10743.0,12681.0,14527.0,15066.0,6796.0,10958.0,17090.0,21365.0,23739.0,24925.95
,S&M,,,,,,,,,,,,,,2934.0,4682.0,7979.0,9517.0,10398.0,10709.94
,People,,,,,,,,,,,,,,1944.0,2314.0,2465.0,3294.0,3354.0,3354.0
,G&A,,,,,,,,,,,,,,581.0,620.0,766.0,1555.0,1036.0,1036.0
,IT,,,,,,,,,,,,,,299.0,412.0,526.0,655.0,771.0,771.0
,Operating Expenses,,,,,,,,,,,,,,5758.0,8028.0,11736.0,15021.0,15559.0,15870.94
,Operating Income,,,,,,,,,,,,,,1038.0,2930.0,5354.0,6344.0,8180.0,9055.01
,Interest Income,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
,Pretax Income,,,,,,,,,,,,,,1038.0,2930.0,5354.0,6344.0,8180.0,9055.01
,Taxes,,,,,,,,,,,,,,508.0,300.0,865.0,1192.0,1410.0,1811.0020000000002
,Net Income,,,,,,,,,,,,,,530.0,2630.0,4489.0,5152.0,6770.0,7244.008
,EPS,,,,,,,,,,,,,,12.876579203109817,63.58493303031768,112.07929691401179,141.03476594579797,198.74354156881165,212.65875998121183
,Shares,,,,,,,,,,,,,,41.16,41.362,40.052,36.53,34.064,34.064
,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,,,0.1803965372800893,0.14557211576374107,0.03710332484339496,-0.5489180937209611,0.6124190700412007,0.5595911662712174,0.2501462843768285,0.11111631172478353,0.050000000000000044
,Operating Margin,,,,,,,,,,,,,,,,,0.29693423824011234,0.34458064787901765,0.36327642477016925
,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,85.0,2820.0,6554.0,7344.0,8323.0,
,CX,,,,,,,,,,,,,,286.0,304.0,368.0,345.0,429.0,
,FCF,,,,,,,,,,,,,,-201.0,2516.0,6186.0,6999.0,7894.0,
