Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113
,,Q119,Q219,Q319,Q419,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022,2023,2024,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,YouTube Growth,,,,,,,,,0.4871223377909857,0.8368310598111228,0.4304149295215407,0.25388525780682647,0.143880099916736,0.048271922307911996,-0.018598195697432374,-0.07760917409938606,-0.025622361333527466,0.044277929155313256,0.12459340970159816,0.15534346351877426,0.20872553414014638,0.13020221787345077,0.12185613682092544,0.1383695652173913,0.10346106304079106,0.1307861018123051,0.15020737585472488,0.1200000000000001,,,,,,,,,,,,,,,0.3687116564417179,0.35804571940833707,0.3051686579972275,0.4588812462067571,0.013797885248743258,0.07752282597544702,0.1471596318629007,0.12633856198301396,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000044,0.050000000000000266,,Discount,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Services Growth,,,,,,,,,0.33980836693020566,0.6309050898802548,0.40661921875367013,0.312579199213209,0.20114111532299028,0.10117931554138115,0.024931534299645897,-0.022507204610951015,0.007954841228526854,0.05480498400725642,0.1076787721785033,0.12490049824582083,0.13616629815529113,0.11530512182243347,0.12537875444944557,0.10199053871656782,0.09753117986306425,0.11653230169895035,0.13778591033851795,0.10040359597593174,,,,,,,,,,,,,,,0.22568104346846218,0.16319604057491333,0.11071957846204517,0.4085391526077031,0.06735598600591919,0.07500157773500371,0.11883262457667221,0.11303033483094471,0.078070191328522,0.07893674971120768,0.05942248694023733,0.05967331773071205,0.0460765996156427,0.04613689628716222,0.04619648552847644,0.046255368891159776,0.0463135481481991,0.0463710252877112,,ROIC,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Network Growth,,,,,,,,,,,,,,,,,,-0.04952173386608549,-0.025787601626016232,-0.02100294985250739,-0.011072572038420492,-0.05171974522292999,-0.01577780675446605,-0.04134024346149212,-0.021179009847565045,-0.012090274046211769,-0.02570217276099629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subscriptons Growth,,,,,,,,,,,,,,,,,,0.24248435830917137,0.20942712110224804,0.2271487039563438,0.17887494941319293,0.14369933677229185,0.2778510612783307,0.07772836761163604,0.18766449250486317,0.20307130584192445,0.20777027027027017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud Growth,,,,,,,,,0.4573280518545193,0.5390754905221151,0.44889663182346107,0.4463586530931871,0.4383493946132937,0.35609334485738975,0.37635270541082155,0.3201588160981772,0.2805359903796598,0.2796367112810707,0.22466511357018049,0.25659603554340404,0.2844110544674001,0.2883825177437429,0.34978004993460954,0.3005874673629243,0.28055149362857734,0.31671015753358467,0.33506562142165075,0.30000000000000004,,,,,,,,,,,,,,,0.4393491124260356,0.5275779376498801,0.4643417806683112,0.470709855272226,0.36832239925023424,0.2590563165905633,0.30648573500967125,0.308901431909135,0.30000000000000004,0.30000000000000004,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,,NPV,3551766.498714418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,0.538812896328871,0.5155495208501971,0.5426547982587226,0.5416359098738093,0.5642513649347363,0.5761635423400129,0.5758315673085783,0.5620577497510787,0.5647909896928438,0.5679988519767525,0.5490360678515602,0.5352671996633706,0.5613509679453194,0.5721945204010509,0.5667270806983689,0.564650677789364,0.5814201815269621,0.5809987963465578,0.5867811664476368,0.5790046543449191,0.58,0.5951487119923674,0.5957927031833193,0.58,,,,,,,,,,,0.6107483219951213,0.6244249156542959,0.6107541651896491,0.5888051959767263,0.5647607422945643,0.5558054331910266,0.5357837470620785,0.5693980290098084,0.5537944250378312,0.56,0.5820043540617911,0.5876541110328308,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,,Share,291.05683018228456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tax Rate,,,,,0.11873146835116669,0.15923643832306392,0.15809566584325174,0.18524265610787094,0.15754357938260583,0.16,0.17898022892819979,0.15408573067781328,0.13193197422625963,0.15840959293152415,0.14310355448777182,0.20545868081880211,0.1732491073880802,0.16139341642697347,0.07114214275605038,0.1555908274508166,0.17846732126419146,0.14271714275343908,0.18950948423968303,0.17663262147941813,0.24061816529395819,0.16906845843279403,0.2708928517727724,0.18,,,,,,,,,,,0.21084651486181122,0.16808304920869166,0.19345755693581781,0.48551572053860803,0.10446678671468587,0.1278253714728232,0.16249324071378063,0.1620230564066392,0.1592081650964558,0.18,0.1720953396124207,0.2130606481578928,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,,Current,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Search % of Rev,,,,,0.5953011492018756,0.5566754576076455,0.5704199423905746,0.5607051214453935,0.5763278735943884,0.5792663219133808,0.5824196074818022,0.5748556256223033,0.5825234153298731,0.5838989739542225,0.5722659642216176,0.5602251209762256,0.5783168785017266,0.5713902739799475,0.574054998500515,0.5563665855636658,0.5730888141149009,0.5724316159637488,0.559489282639235,0.5601177580362604,0.5618946295188066,0.5619737005848924,0.5527035741504309,0.5528980582756969,,,,,,,,,,,,,,,,,0.5701183934431618,0.5781428909667478,0.574361113861036,0.5694092923088935,0.5659251809906919,0.5570093250126829,0.5522952149758105,0.5445921174006146,0.5460472938808609,0.5472749706012834,0.5435978384589467,0.5396883321429408,0.5355464581682621,0.5311727348218868,0.5265682158415896,0.5217345120453578,,Return,0.7020867262121904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Advertising %,,,,,0.8203066158069924,0.7798783194506097,0.8033915924891171,0.8119617561249957,0.8078244205806848,0.8151906916612799,0.8159034368377407,0.8129970129439097,0.8037082236697005,0.8077491569204276,0.7885428124819082,0.7763780770039975,0.7816355481679969,0.779354994370275,0.7777372120010952,0.7590893291623219,0.765579408733657,0.7625026551178873,0.7460687905016541,0.7511324881568172,0.7412394441119755,0.7398266063798896,0.7248158208430227,0.735083819111635,,,,,,,,,,,0.0,,,0.8621803256506246,0.8512048765156887,0.8329018825259333,0.8049439261040833,0.8131479562329945,0.7936507375298759,0.7737789286713469,0.7559325520401808,0.7348788758549203,0.7192825258291128,0.7005099194878097,0.6982473011178255,0.6957963317143627,0.6899816923004576,0.6839095583829861,0.6775804961409929,0.6709956835194746,0.6641569364190076,0.6570667322778438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,124580,,,,,,,154381,149723,140928,132025,129553,132618,135851,137061,128671,128856,121659,117110,122756,135471,124115,140689,171953.572304,,,,,,,,,,,,,72053.0,,,,,,129553,128671,122756,229339.14230399998,347783.2921689184,488058.48802320904,642244.7325984213,813554.5098805728,1000719.8932622027,1205015.5366580705,1427819.3590581967,1670621.3703063945,1935033.2949292501,2222799.0692905122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,129596,,,,,,,169198,164514,155662,146678,144254,146315,149556,150842,141924,142084,134897,129407,133639,146357,147722,162296,,,,,,,,,,,,,,,,,,,,144254,141924,133639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AR,,,,,21825,,,,,,,39304,34703,35707,34697,40258,36036,38804,41020,47964,44552,47087,49104,52340,51000,55048,57148,,,,,,,,,,,,,,,,,,,,40258,47964,52340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,1910,,,,,,,966,919,1366,1479,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inventory,,,,,889,,,,,,,1170,1369,1980,3156,2670,2315,2231,2957,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2670,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OCA,,,,,5165,,,,,,,7054,6892,8321,10518,8105,8532,9421,12398,12650,12829,14183,15207,15714,15724,16020,18303,,,,,,,,,,,,,,,,,,,,8105,12650,15714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,,,,,730,,,,,,,1284,1388,1490,2991,5261,6885,9357,10983,12169,11687,14958,15915,17180,18386,19289,10331,,,,,,,,,,,,,,,,,,,,5261,12169,17180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PP&E,,,,,76747,,,,,,,97599,104218,106223,108363,112668,117560,121208,125705,134345,143182,151155,161270,171036,185062,203231,223787,,,,,,,,,,,,,,,,,,,,112668,134345,171036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,11219,,,,,,,12959,12992,13398,13677,14381,14447,14469,14199,14091,13768,13606,13561,13588,13722,14255,14524,,,,,,,,,,,,,,,,,,,,14381,14091,13588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Goodwill,,,,,22574,,,,,,,24373,24323,25326,31026,31044,30962,31176,30979,29198,29183,29185,31935,31885,32173,32335,33269,,,,,,,,,,,,,,,,,,,,31044,29198,31885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ONCA,,,,,2748,,,,,,,5361,5778,5712,5670,6623,6439,6822,7628,10051,10065,9699,13867,14874,12950,14153,16811,,,,,,,,,,,,,,,,,,,,6623,10051,14874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,273403,,,,,,,359268,357096,355185,358255,365264,369491,383044,396711,402392,407350,414770,430266,450256,475374,502053,536469,,,,,,,,,,,,,,,,,,,,365264,402392,450256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,4099,,,,,,,6037,3436,4409,6303,5128,4184,5313,5803,7493,6198,6092,7049,7987,8497,8347,10546,,,,,,,,,,,,,,,,,,,,5128,7493,7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Compensation,,,,,5656,,,,,,,13889,9803,10852,12366,14028,9954,11260,12562,15140,9703,11373,12908,15069,9984,12168,13944,,,,,,,,,,,,,,,,,,,,14028,15140,15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AE,,,,,22601,,,,,,,31236,33051,32976,35038,37866,43185,49300,55602,46168,48603,47298,46585,51228,58300,52039,59437,,,,,,,,,,,,,,,,,,,,37866,46168,51228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RevShare,,,,,4982,,,,,,,8996,8116,7889,7662,8370,7816,7990,8025,8876,8520,8899,9365,9802,9965,9787,10081,,,,,,,,,,,,,,,,,,,,8370,8876,9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DR,,,,,2288,,,,,,,3823,3697,3744,4179,4507,4325,4513,5187,5048,4894,5236,5911,5036,4908,4969,5542,,,,,,,,,,,,,,,,,,,,4507,5048,5036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,12199,,,,,,,15241,16593,11043,10073,9772,10264,9311,8566,8959,9720,8420,8925,8782,9773,10027,10072,,,,,,,,,,,,,,,,,,,,9772,8959,8782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,5016,,,,,,,14817,14791,14734,14653,14701,13697,13705,13781,13253,13228,13238,12297,10883,10886,23607,21607,,,,,,,,,,,,,,,,,,,,14701,13253,10883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,10476,,,,,,,11389,11363,11697,11984,12501,12799,12746,12550,12460,11957,11708,11654,11691,11678,11952,12106,,,,,,,,,,,,,,,,,,,,12501,12460,11691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,2427,,,,,,,2205,2242,2422,2371,2247,2373,1765,1433,1616,1683,1753,1453,4694,6116,6241,6267,,,,,,,,,,,,,,,,,,,,2247,1616,4694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,203659,,,,,,,251635,254004,255419,253626,256144,260894,267141,273202,283379,292844,300753,314119,325084,345267,362916,386867,,,,,,,,,,,,,,,,,,,,256144,283379,325084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,273403,,,,,,,359268,357096,355185,358255,365264,369491,383044,396711,402392,407350,414770,430266,450256,475374,502053,536469,,,,,,,,,,,,,,,,,,,,365264,402392,450256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model NI,8354,,,,6836,6959,11247,15227,17930,18165,18936,20642,16436,16002,13910,13624,15051,18368,19689,20216,21419,23619,23116,26603,22877.569999999992,28196,24245,,,,,,,,,,,,,,,,,,,,59972,73324,94757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reported NI,6657,,,,6836,,,,17930,,,,16436,16002,13910,13624,15051,18368,19689,20687,23662,23619,26301,26536,34540,28196,34979,,,,,,,,,,,,,,,,,,,,59972,73795,100118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Depreciation,2416,,,,2899,,,,2525,,,,3591,3698,3933,4065,3060,3279,3671,3316,3413,3708,3985,4205,4487,4998,5611,,,,,,,,,,,,,,,,,,,,15287,13326,15311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amortization,197,,,,209,,,,228,,,,191,201,113,136,126,118,129,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,641,373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,2769,,,,3191,,,,3745,,,,4504,4782,4976,5100,5284,5774,5743,5659,5264,5865,5846,5810,5516,5998,6368,,,,,,,,,,,,,,,,,,,,19362,22460,22785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DT,-73,,,,175,,,,1100,,,,-2090,-2147,-1920,-1924,-1854,-2415,-1824,-1670,419,-3157,-1071,-1448,-1152,-444,8726,,,,,,,,,,,,,,,,,,,,-8081,-7763,-5257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gain on equities,-1081,,,,802,,,,-4751,,,,1437,1041,1378,1663,-84,509,869,-471,-1781,1024,-1981,67,-9960,-1451,-10855,,,,,,,,,,,,,,,,,,,,5519,823,-2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,22,,,,297,,,,-255,,,,140,62,167,661,553,97,262,1665,334,851,1407,827,481,560,-198,,,,,,,,,,,,,,,,,,,,1030,2577,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC,1093,,,,-2958,,,,-1233,,,,897,-4217,796,289,1373,2936,2117,-10271,-2463,-5270,-3789,3116,2238,-10110,3783,,,,,,,,,,,,,,,,,,,,-2235,-3845,-8406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,12000,,,,11451,,,22677,19289,,25539,0,25106,19422,23353,23614,23509,28666,30656,18915,28848,26640,30698,39113,36150,27747,48414,,,,,,,,,,,,,,,,,,,,91495,101746,125299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11203890923001247,0.23148821575295342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,-4638,,,,-6005,,,-5479,-5942,-5496,-6819,-6383,-9786,-6828,-7276,-7595,-6289,-6888,-8055,-11019,-12012,-13186,-13061,-14276,-17197,-22446,-23953,,,,,,,,,,,,,,,,,,,,-31485,-32251,-52535,-63596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Investments,-685,,,,3936,,,,,,,,553,3483,,1230,3510,-3382,1659,4947,3408,10564,271,-1646,1193,-1572,-1270,,,,,,,,,,,,,,,,,,,,5266,6734,12597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquisitions,-99,,,,-190,,,,,,,,-173,-1063,,-84,-42,-298,-126,-29,-61,-26,-2753,-91,-340,-13,-1072,,,,,,,,,,,,,,,,,,,,-1320,-495,-2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,34,,,,412,,,,,,,,355,221,,222,-125,-232,-628,-66,101,-133,-2468,-167,150,-513,-1482,,,,,,,,,,,,,,,,,,,,798,-1051,-2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFI,-5388,,,,-1847,,,,,,,,-9051,-4187,,-6227,-2946,-10800,-7150,-6167,-8564,-2781,-18011,-16180,-16194,-24544,-27777,,,,,,,,,,,,,,,,,,,,-26741,-27063,-45536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SBC,-1175,,,,-1241,,,,,,,,-2916,-2264,,-2079,-1989,-2736,-2432,-2680,-2929,-3209,-3003,-3049,-3110,-2621,-3270,,,,,,,,,,,,,,,,,,,,-7259,-9837,-12190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Buybacks,-3025,,,,-8496,,,,,,,,-13300,-15197,,-15407,-14557,-14969,-15787,-16191,-15696,-15684,-15291,-15551,-15068,-13638,-11504,,,,,,,,,,,,,,,,,,,,-43904,-61504,-62222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dividend,,,,,,,,,,,,,,,,,,,,,0,-2466,-2455,-2442,-2434,-2543,-2537,,,,,,,,,,,,,,,,,,,,0,0,-7363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,-30,,,,-49,,,,,,,,2,-356,,-168,-25,-132,-166,-437,-1097,470,370,1145,11,12970,-1072,,,,,,,,,,,,,,,,,,,,-522,-760,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sale of Entities,47,,,,1600,,,,,,,,0,0,,25,3,2,3,0,8,0,285,861,400,0,0,,,,,,,,,,,,,,,,,,,,25,8,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFF,-4183,,,,-8186,,,,,,,,-16214,-17817,,-17629,-16568,-17835,-18382,-19308,-19714,-20889,-20094,-19036,-20201,-5832,-18383,,,,,,,,,,,,,,,,,,,,-51660,-72093,-79733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FX,18,,,,-272,,,,,,,,100,-368,,137,50,-26,-351,-94,-125,-238,141,-390,43,401,-200,,,,,,,,,,,,,,,,,,,,-131,-421,-612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CIC,2447,,,,1146,,,,,,,,-59,-2950,,-105,4045,5,4773,-6654,445,2732,-7266,3507,-202,-2228,2054,,,,,,,,,,,,,,,,,,,,12963,2169,-582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FCF,,,,,,,,28156,25231,,32358,6383,15320,12594,16077,16019,17220,21778,22601,7896,16836,13454,17637,24837,18953,5301,24461,,,,,,,,,,,,,,,,,,,,60010,69495,72764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TTM FCF,,,,,,,,,,,,63972,54061,66655,50374,60010,61910,71094,77618,69495,69111,60787,55823,72764,74881,66728,73552,,,,,,,,,,,,,,,,,,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.11631400419964466,-0.14497707260809634,-0.2807982684428869,0.04703935534930581,0.08348888020720291,0.09773471301429582,0.31759310678394215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Employees,103459,,,,123048,,,,139995,144056,150028,156500,163906,174014,186779,190234,190711,181798,182381,182502,180895,181798,181269,182323,185719,187103,190167,,,,,,,,,,,,,,,,,,,,190234,190711,181798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,  y/y,,,,,,,,,,,,,0.170798957105611,0.20796079302493475,0.24496094062441687,0.21555271565495215,0.16353885763791443,0.04473203305481177,-0.023546544311726647,-0.04064467971025154,-0.05147054967988207,0,-0.00609712634539783,-0.0009808111691926857,0.026667403742502538,0.029180739062035776,0.04908726809327568,,,,,,,,,,,,,,,,,,,,,0.0025074382076810675,-0.046735636643927214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
