Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,Name,Indication,Phase,,,,Price,5.92,
,SC291,Autoimmune,I,CD19,,,Shares,222.5,Q224
,,B-cell Cancer,I,CD19,,,MC,1317.2,
,SC262,R/R B-cell cancer,I,CD22,,,Cash,251.643,Q224
,UP421,T1D,I,,,,Debt,0.0,Q224
,,,,,,,EV,1065.557,
,,,,,,,,,
,,,,,,,PIC,1835.503,Q224
,,,,,,,AD,1495.857,Q224
,,,,,,,,,
,,,,,,,CEO: Steve Harr,,
