Main,Unnamed: 1,Unnamed: 2
,Brand,NNC0487
,Generic,amycretin
,Indication,obesity
,MOA,GLP-1/amylin dual agonist
,Administration,oral and subcutaneous
,Clinical Trials,
,,Phase I 12-week oral
,,Dosing: qd
,,January 2024 results
,,
,,Phase I subcutaneous qw
,,Initiated September 2023
,,
,,"Phase II subcutaneous qw, qd oral n=440 T2D 36 weeks"
,,8/2024 initiation
