Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,US,,WW,,,,Price,34.0,
,Dutch,912,0.03332358959368606,912,,,,Shares,118.961421,Q224
,Starbucks,15270,0.5579508915521777,38000,,,,MC,4044.688314,
,Dunkin,9689,0.35402660040923706,12900,,,,Cash,260.922,Q224
,Tim Horton's,639,,5701,,,,Debt,228.966,Q224
,Caribou,470,,750,,,,EV,4012.732314,
,Peet's,288,,288,,,,,,
,Blue Bottle,100,,100,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Total,27368,,58651,,,,,,
,Total?,40000,,,,,,,,
