Main,Unnamed: 1,Unnamed: 2
,Brand,"Rybrevant, fka JNJ-61186372"
,Generic,amivantamab
,Indication,NSCLC
,MOA,"Bispecific antibody: EGFR, MET"
,Regulatory,"BLA approved 5/21/21, CHMP recommends approval 11/15/2024"
,Clinical Trials,
,,"Phase III ""MARIPOSA"" amivantamab+lazertinib vs. osimertinib - NCT04487080"
,,FDA approved 1L treatment of both drugs by based on MARIPOSA
,,"PFS HR=0.7, 23.7 months vs. 16.6 months"
,,OS also met
,,
,,
,,"Phase II ""CHRYSALIS"" n=81 EGFR exon 20 mutations"
,,40% RR
