Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Revenue,,152.525,,,,184.641,,
,Restaurant Costs,,121.43599999999999,,,,143.122,,
,Restaurant Margin,,31.089000000000013,,,,41.51899999999998,,
,Operating Expenses,,40.35,,,,39.202,,
,Operating Income,,-9.260999999999989,,,,2.316999999999979,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Revenue y/y,,,,,,0.21056220291755445,,
,Restaurant Margin,,,,,,0.2248633835388672,,
