Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
,,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,2032.0,2033.0,2034.0,2035.0,2036.0,2037.0,2038.0,2039.0,2040.0,2041.0,2042,2043.0,2044.0,2045.0,2046.0,2047.0,2048.0,2049.0
,Skyrizi,,,355.0,1590.0,2939.0,5165.0,7763.0,11718.0,,,,,,,,,,,,,,,,,
,Rinvoq,,,47.0,731.0,1651.0,2522.0,3969.0,5971.0,,,,,,,,,,,,,,,,,
,Entyvio,,,27800.0,86200.0,143200.0,201400.0,269200.0,347200.0,429281.0,521800.0,702800.0,800900.0,914000.0,,,,,,,,,,,,
,Entyvio USD,,,278.0,862.0,1301.8181818181818,1830.909090909091,2243.3333333333335,2893.3333333333335,3302.1615384615384,4013.846153846154,5020.0,5720.714285714285,6528.571428571428,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Patients,,,,,,,,,,,,,,,,,,,,,,,,,
,Price,,,,,,,,,,,,,,,,,,,,,,,,,
,Share,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,365.5,825.5,1261.0,1984.5,2985.5,3284.05,3612.4550000000004,3973.700500000001,4172.385525000001,4381.004801250001,4600.055041312501,4830.057793378126,0.0,,,,,,,,,,
,COGS,,,36.550000000000004,82.55000000000001,126.10000000000001,198.45000000000002,298.55,328.40500000000003,361.24550000000005,397.3700500000001,417.2385525000001,438.1004801250001,460.0055041312501,483.0057793378126,0.0,,,,,,,,,,
,Gross Profit,,,328.95,742.95,1134.9,1786.05,2686.95,2955.645,3251.2095000000004,3576.330450000001,3755.1469725000006,3942.904321125001,4140.049537181251,4347.052014040313,0.0,,,,,,,,,,
,SG&A,,,500.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,,,,,,,,
,Operating Profit,,,-171.05,442.95000000000005,834.9000000000001,1486.05,2386.95,2655.645,2951.2095000000004,3276.330450000001,3455.1469725000006,3642.904321125001,3840.0495371812513,4047.052014040313,-300.0,,,,,,,,,,
,Interest Income,,,0.0,0.0,0.0,0.0,19.194600000000005,54.8598,112.60727039999999,177.65938559999998,251.19098808959998,334.08674414399997,423.03885519815043,518.4866407646065,620.800762181712,,,,,,,,,,
,Pretax Income,,,-171.05,442.95000000000005,834.9000000000001,1486.05,2406.1445999999996,2710.5048,3063.8167704,3453.989835600001,3706.3379605896007,3976.991065269001,4263.088392379402,4565.53865480492,320.800762181712,,,,,,,,,,
,Taxes,,,0.0,0.0,166.98000000000002,297.21,481.22891999999996,542.1009600000001,612.7633540800001,690.7979671200002,741.2675921179202,795.3982130538002,852.6176784758804,913.1077309609841,64.1601524363424,,,,,,,,,,
,Net Income,-100.0,-200.0,-171.05,442.95000000000005,667.9200000000001,1188.84,1924.9156799999996,2168.40384,2451.05341632,2763.1918684800007,2965.0703684716805,3181.5928522152008,3410.4707139035213,3652.430923843936,256.6406097453696,,,,,,,,,,
,EPS,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,1.2585499316005473,0.5275590551181102,0.5737509912767644,0.5044091710758378,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.04999999999999982,0.050000000000000044,0.050000000000000044,0.050000000000000044,-1.0,,,Discount,0.09,,,,,,
,,,,,,,,,,,,,,,,,,,NPV,10057.669504886186,,,,,,
,Cash,,-100.0,-300.0,-471.05,-28.099999999999966,639.8200000000002,1828.66,3753.57568,5921.97952,8373.03293632,11136.2248048,14101.295173271681,17282.88802548688,20693.3587393904,24345.789663234336,,,Share,158.76894904692935,,,,,,
,,,,,,,,,,,,,,,,,,,ROIC,0.03,,,,,,
