Main,Unnamed: 1,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Notes,Q198,Q298,Q398,Q498,Q199,Q299,Q399,Q499,Q100,Q200,Q300,Q400,Q101,Q201,Q301,Q401,Q102,Q202,Q302,Q402,Q103,Q203,Q303,Q403,Q104,Q204,Q304,Q404,Q105,Q205,Q305,Q405,Q106,Q206,Q306,Q406,Q107,Q207,Q307,Q407,Q108,Q208,Q308,Q408
,Accupril/Accuretic 2005,,,,,,,,,669,707,665,362,217.2,272.0,54.4,10.88,2.1760000000000006,0.43520000000000014,0.08704000000000003,0.017408000000000007,0.0034816000000000014,,,,,,,,,,,,,,,,,,,141.0,,,,,,,170,150,179,208,191,153,157,165.0,100.0,73.0,77.0,44.0,68.0,,61.0,68.0,68.0,68.0,68.0,68.0,,,,
,  US,,,,,,,,,430,444,387,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,87,111,133,125,81,91,,,,,,,,,,,,,,,,,
,  Ex-US,,,,,,,,,239,263,279,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,63,68,75,66,72,66,,,,,,,,,,,,,,,,,
