Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,"Revenue Q324: 2.030m, Q224: 1.880m",,,,,,,Price AUD,0.66
,,,,,,,,Shares,
,Remplir,,,,,,,MC AUD,
,Striate+,,,,,,,Cash AUD,18.4
,,,,,,,,Debt AUD,
,,,,,,,,EV AUD,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,Avita Medical?,,,,,,,,
