Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,,,2021.0,2022.0,2023.0
,Revenue,,,,,107.642,117.316,,,109.976,130.234,,,,,,,467.359,450.893,433.14
,COGS,,,,,26.607,26.316,,,28.696,29.198,,,,,,,114.199,105.019,106.481
,Gross Profit,,,,,81.035,91,,,81.28,101.036,,,,,,,353.15999999999997,345.87399999999997,326.659
,SG&A,,,,,73.834,70.317,,,72.322,76.54,,,,,,,250.2,283.808,269.754
,R&D,,,,,11.202,10.938,,,12.81,15.587,,,,,,,30.742,39.762,44.38
,Operating Expenses,,,,,85.036,81.255,0,0,85.132,92.12700000000001,,,,,,,280.942,323.57,314.134
,Operating Income,,,,,-4.001000000000005,9.745000000000005,0,0,-3.852000000000004,8.908999999999992,,,,,,,72.21799999999996,22.303999999999974,12.524999999999977
,Interest Expense,,,,,-0.626,-0.566,,,-0.491,-0.648,,,,,,,,,
,Pretax Income,,,,,-4.627000000000005,9.179000000000004,0,0,-4.3430000000000035,8.260999999999992,,,,,,,72.21799999999996,22.303999999999974,12.524999999999977
,Taxes,,,,,-1.658,3.863,0,0,-2.243,-2.503,,,,,,,,,
,Net Income,,,,,-2.969000000000005,5.316000000000004,0,0,-2.1000000000000036,10.763999999999992,,,,,,,72.21799999999996,22.303999999999974,12.524999999999977
,EPS,,,,,-0.022649771518808735,0.03995009694812375,,,-0.015925861323666617,0.08119290939697266,,,,,,,133.662659,132.383152,132.746727
,Shares,,,,,131.083,133.06601,,,131.861,132.573153,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,61.978,24.859,30.917
,CapEx,,,,,,,,,,,,,,,,,31.22,33.898,24.364
,FCF,,,,,,,,,,,,,,,,,30.758000000000003,-9.039000000000001,6.553000000000001
